source,target
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000206503
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000214253
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000010671
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000213639
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000081059
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000115415
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000039068
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000283815
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000173599
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000198987
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000118689
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000196664
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000117091
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000204463
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000178363
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000177595
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000129214
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000163932
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000156508
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000163599
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000204252
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000144802
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000108443
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000142507
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000049768
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000177889
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000141458
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000102882
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000105281
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000050820
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000103187
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000123091
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000284203
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000019582
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000180353
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000173064
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000079385
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000184787
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000082898
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000134954
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000138814
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000074071
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000273213
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000141646
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000284179
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000071564
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000213341
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000160654
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000166888
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000207630
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000196923
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000207816
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000115112
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000118113
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000102145
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000120738
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000149968
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000092969
ENSEMBL:ENSG00000172175,ENSEMBL:ENSG00000187079
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000010671
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000161970
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000168827
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000081059
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000078401
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000120438
ENSEMBL:ENSG00000111664,ENSEMBL:ENSG00000134419
