source,target
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000174672
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000161970
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000100330
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000147381
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000185303
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000143622
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000146433
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000168502
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000168148
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000120948
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000132478
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207721
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000153885
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000162367
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000135931
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000198625
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000007402
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000105639
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000064692
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000126458
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000141577
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000149218
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000182923
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000198974
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000166484
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000095303
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000139641
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000100567
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000132530
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207604
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000113522
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000187866
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000106799
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207863
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000064270
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207595
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000186350
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000197451
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000156482
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000283931
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000061676
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000105426
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000121289
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000162526
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000142166
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000162607
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000216490
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000215021
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000165527
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000119048
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000152689
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000037474
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000163435
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000173517
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000143772
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000101076
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000163513
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000089157
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000178950
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000166340
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000071539
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000172466
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000164039
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000113595
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000172238
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000171766
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000251856
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000134954
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000087087
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000090621
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000171863
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000175792
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000073282
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000132970
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000107796
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000115760
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000170606
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000070371
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000151552
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000019582
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000077238
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000176788
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000137975
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000185624
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000131504
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207758
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000221983
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000168827
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000110321
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000166825
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000242612
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000166501
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000196504
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000173599
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000102710
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000110756
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000198997
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000105618
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207624
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000141837
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000131023
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000159140
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000092439
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000113966
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000133030
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000177613
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000111206
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000187682
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000100592
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000008311
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000096717
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000072832
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000185800
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000165025
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000154229
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000174796
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000134242
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000213281
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000100345
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000108561
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000101639
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000116641
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000121552
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000171049
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000166189
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000207924
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000167986
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000170345
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000167216
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000136002
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000118960
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000204217
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000265871
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000132470
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000156675
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000188986
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000171867
ENSEMBL:ENSG00000166913,ENSEMBL:ENSG00000141068
