source,target
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000132975
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000081059
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000171431
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000116745
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000141027
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000075275
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000173404
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000060688
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000112592
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000104332
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000083838
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000166226
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000137154
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000255307
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000164796
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000101076
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000120235
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000125845
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000088205
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000087245
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000186838
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000113648
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000006555
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000125618
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000184058
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000026025
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000111913
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000167766
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000151623
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000047597
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000146221
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000116717
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000103197
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000137265
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000160223
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000106546
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000133321
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000214929
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000157388
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000117748
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000148942
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000106462
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000129221
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000029363
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000007968
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000047936
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000141510
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000136535
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000171346
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000164733
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000136574
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000121068
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000102038
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000054793
ENSEMBL:ENSG00000141570,ENSEMBL:ENSG00000135828
