JUP	SFRP1
JUP	EMP2
JUP	RPS13
JUP	HNF4A
JUP	TFRC
JUP	BMP2
JUP	PCDHGB7
JUP	KRT7
JUP	RARA
JUP	MAP3K7
JUP	SRC
JUP	FUS
JUP	GLIS3
JUP	TBX1
JUP	VIM
JUP	MIR140
JUP	ATP5G3
JUP	TCF7L2
JUP	AQP5
JUP	ZAP70
JUP	CDSN
JUP	TP53
JUP	PRDM13
JUP	COQ4
JUP	MMP9
JUP	CDH11
JUP	LYZ
JUP	SLC22A5
JUP	DNAH8
JUP	ZBTB33
JUP	CASP14
JUP	EZH2
JUP	HSPB1
JUP	RHOG
JUP	KDM5B
JUP	RPA2
JUP	FHL2
JUP	PRNP
JUP	TCF7L1
JUP	PTPRE
JUP	PAK4
JUP	WWP2
JUP	CUL2
JUP	CTNNBIP1
JUP	LAMA4
JUP	RBM33
JUP	MYH11
JUP	DIRAS1
JUP	CARD10
JUP	SRCIN1
JUP	ZNF146
JUP	PPIB
JUP	RHOF
JUP	AKIP1
JUP	RASL10B
JUP	CDH7
JUP	EED
JUP	ACTA2
JUP	PCDHA8
JUP	GMPPB
JUP	KIAA1429
JUP	MDH2
JUP	UACA
JUP	MIR299
JUP	RNF20
JUP	PTPN1
JUP	MBD6
JUP	CORO1C
JUP	ACVR2B
JUP	MIR582
JUP	PARP1
JUP	MAPRE3
JUP	HMGB4
JUP	DND1
JUP	CIAO1
JUP	MIR98
JUP	MIR574
JUP	MIR4677
JUP	MIR576
JUP	BCAT1
JUP	ATM
JUP	SQSTM1
JUP	ODF2
JUP	HDAC3
JUP	EXD3
JUP	TXNIP
JUP	TBC1D4
JUP	ARID1A
JUP	GATA2
SFRP1	SRC
SFRP1	BCL9L
SFRP1	TCF7L2
SFRP1	LAMA4
SFRP1	APCDD1
SFRP1	DUSP6
SFRP1	CELSR1
SFRP1	CDKN2C
SFRP1	ZBTB33
SFRP1	PRKACB
SFRP1	CACNA1D
SFRP1	FHL2
SFRP1	MIR582
SFRP1	AKT2
SFRP1	MIR134
SFRP1	MIR98
SFRP1	MMP9
SFRP1	HR
SFRP1	CASP7
SFRP1	MBD2
SFRP1	MYH11
SFRP1	PAX8
SFRP1	SLC12A3
SFRP1	BMP2
SFRP1	THY1
SFRP1	TP53
SFRP1	EZH2
SFRP1	VIM
SFRP1	TCF7L1
SFRP1	GATA2
SFRP1	CDH11
SFRP1	ACVR2B
SFRP1	RP5-998N21.10
SFRP1	PUS7L
SFRP1	RAB23
SFRP1	ACTA2
SFRP1	THBS4
SFRP1	PCDHGB7
SFRP1	MAP3K7
SFRP1	TBX2
SFRP1	PRDM13
SFRP1	CENPE
SFRP1	EMP2
SFRP1	DIRAS1
SFRP1	TBR1
SFRP1	ACLY
SFRP1	DBP
SFRP1	EED
SFRP1	PHF21B
SFRP1	BCLAF1
SFRP1	CASP14
SFRP1	HDAC3
SFRP1	HNF4A
SFRP1	KDM5B
SFRP1	TNFRSF11B
EMP2	SRC
EMP2	COL4A2
EMP2	GLIS3
EMP2	MIR582
EMP2	C10orf54
EMP2	MIR98
EMP2	MMP9
EMP2	HR
EMP2	PDGFA
EMP2	VIM
EMP2	CORO1C
EMP2	RARA
EMP2	ACTA2
EMP2	MIR574
EMP2	CDH11
EMP2	KRT7
EMP2	SULT1A1
EMP2	HNF4A
EMP2	GATA2
EMP2	TP53
EMP2	HDAC3
EMP2	ATM
RPS13	DNAJC7
RPS13	SYNCRIP
RPS13	RPS28
RPS13	DECR2
RPS13	COL1A2
RPS13	PSMA4
RPS13	PMEPA1
RPS13	COL4A2
RPS13	TRRAP
RPS13	KCNA3
RPS13	SNRPG
RPS13	EEF1D
RPS13	FUS
RPS13	RPS23
RPS13	DNAH8
RPS13	ACSL3
RPS13	MRPL11
RPS13	RGPD2
RPS13	FDXACB1
RPS13	KPNA6
RPS13	HIST1H1A
RPS13	TMBIM6
RPS13	RHOF
RPS13	H2AFY
RPS13	SNX1
RPS13	UBQLN2
RPS13	C15orf57
RPS13	CLDN7
RPS13	RPA2
RPS13	MKKS
RPS13	RNF20
RPS13	KARS
RPS13	ZNF804B
RPS13	ACSF3
RPS13	ZNF292
RPS13	TXNL1
RPS13	DCPS
RPS13	AKIP1
RPS13	AURKAIP1
RPS13	HDAC3
RPS13	MRPL46
RPS13	RPL24
RPS13	CCT2
RPS13	MORC2
RPS13	ACTA2
RPS13	CUL2
RPS13	PUS7L
RPS13	HNRNPU
RPS13	RAVER2
RPS13	KCNA5
RPS13	BCLAF1
RPS13	RECQL5
RPS13	FBL
RPS13	SMARCA4
RPS13	SRSF1
RPS13	TP53
RPS13	GMPPB
RPS13	RARA
RPS13	BTF3
RPS13	PARP1
RPS13	MRPL54
RPS13	PSMD14
RPS13	USP6
RPS13	TUBA3D
RPS13	KDM5B
RPS13	PPIAL4G
RPS13	EED
RPS13	DNAJC3
RPS13	RBM33
RPS13	CUL3
RPS13	UBE2A
RPS13	FAM173A
RPS13	VIM
RPS13	DHX15
RPS13	DND1
RPS13	WWP2
RPS13	PRB4
RPS13	ATM
RPS13	PPIB
RPS13	TBX2
RPS13	SPEG
RPS13	EMID1
RPS13	CLOCK
RPS13	IPO5
RPS13	HBE1
RPS13	ARID1A
RPS13	EZH2
RPS13	CEBPA
RPS13	PAK4
RPS13	GATA2
RPS13	HNF4A
HNF4A	CADPS
HNF4A	GALNT6
HNF4A	BTBD6
HNF4A	SLC12A4
HNF4A	TANGO2
HNF4A	ARHGAP39
HNF4A	CCAR2
HNF4A	SRC
HNF4A	DNAJC7
HNF4A	IGF2R
HNF4A	OR1Q1
HNF4A	GPR12
HNF4A	BCL9L
HNF4A	SPATA6
HNF4A	SYNCRIP
HNF4A	CARD10
HNF4A	RPS28
HNF4A	FAM53B
HNF4A	OSGIN2
HNF4A	ARPIN
HNF4A	AMELY
HNF4A	TTR
HNF4A	TCF7L2
HNF4A	GPR45
HNF4A	ZFP69B
HNF4A	DECR2
HNF4A	COL1A2
HNF4A	GLE1
HNF4A	SERPINA11
HNF4A	TRIM60
HNF4A	IMPG2
HNF4A	NIPAL1
HNF4A	SLC22A5
HNF4A	PSMA4
HNF4A	GBA
HNF4A	ZNF276
HNF4A	GUCY2F
HNF4A	SPRYD7
HNF4A	TIRAP
HNF4A	EPDR1
HNF4A	ABCA8
HNF4A	NRL
HNF4A	NR1I3
HNF4A	SQSTM1
HNF4A	QRFPR
HNF4A	PNLIPRP1
HNF4A	LAMA4
HNF4A	DCTN2
HNF4A	METTL7B
HNF4A	ETV6
HNF4A	CXCL9
HNF4A	MAGED2
HNF4A	ADAM12
HNF4A	C19orf60
HNF4A	PMEPA1
HNF4A	ADCY9
HNF4A	COMMD3
HNF4A	COL4A2
HNF4A	MAST1
HNF4A	R3HCC1
HNF4A	TRRAP
HNF4A	APCDD1
HNF4A	THEMIS
HNF4A	RPE65
HNF4A	PRDM2
HNF4A	MRC1
HNF4A	METTL6
HNF4A	CDH7
HNF4A	ZNF540
HNF4A	AKR1C4
HNF4A	TXNIP
HNF4A	RTFDC1
HNF4A	KCNA3
HNF4A	ADAMTSL4
HNF4A	L3MBTL3
HNF4A	TRANK1
HNF4A	FUT1
HNF4A	TRAFD1
HNF4A	DUSP6
HNF4A	TTBK1
HNF4A	ABCB8
HNF4A	PSG1
HNF4A	ADAMTS19
HNF4A	GFER
HNF4A	RFPL4B
HNF4A	ECHDC3
HNF4A	PRSS22
HNF4A	TOMM22
HNF4A	SLC13A1
HNF4A	MDM4
HNF4A	GZMM
HNF4A	SNRPG
HNF4A	ARHGEF18
HNF4A	CCDC115
HNF4A	CELSR1
HNF4A	EEF1D
HNF4A	GUCY2D
HNF4A	CDKN2C
HNF4A	BCL2L12
HNF4A	PSMG4
HNF4A	FUS
HNF4A	COG3
HNF4A	TRIM2
HNF4A	CD109
HNF4A	ZBTB33
HNF4A	DCAF8
HNF4A	BTNL3
HNF4A	CDSN
HNF4A	DERL2
HNF4A	HTR3B
HNF4A	GPR3
HNF4A	HES4
HNF4A	LILRA1
HNF4A	ENDOD1
HNF4A	MUC13
HNF4A	RPS23
HNF4A	DNAH8
HNF4A	PTPRE
HNF4A	SRCIN1
HNF4A	CD63
HNF4A	GPR75
HNF4A	LPAR3
HNF4A	PGBD4
HNF4A	TOMM5
HNF4A	MARCH3
HNF4A	ACSL3
HNF4A	TTC38
HNF4A	KHDRBS2
HNF4A	FANK1
HNF4A	ACTR8
HNF4A	SPATA31D1
HNF4A	HDAC10
HNF4A	MBD6
HNF4A	NFIX
HNF4A	FAM151B
HNF4A	INSM1
HNF4A	MOSPD2
HNF4A	P3H2
HNF4A	ING5
HNF4A	BBOX1
HNF4A	FASTKD3
HNF4A	ICOS
HNF4A	IQSEC3
HNF4A	CCER1
HNF4A	SLC39A13
HNF4A	ASB15
HNF4A	ACSS2
HNF4A	RBMX2
HNF4A	SLC1A3
HNF4A	PRKACB
HNF4A	TSPAN8
HNF4A	SPG11
HNF4A	CAPG
HNF4A	MRPL11
HNF4A	CACNA1D
HNF4A	TREML2
HNF4A	CTDSPL
HNF4A	RGPD2
HNF4A	GRK7
HNF4A	GLIS3
HNF4A	MAMSTR
HNF4A	PDZD9
HNF4A	FDXACB1
HNF4A	SNRNP40
HNF4A	FHL2
HNF4A	AIF1L
HNF4A	GPR108
HNF4A	KPNA6
HNF4A	HK3
HNF4A	MFAP3L
HNF4A	HPGDS
HNF4A	TMEM27
